text,title
"Bollywood and Hollywood stars will be involved in the opening ceremony of the Indian Premier League-11 (IPL-11). T20 League Chairman Rajeev Shukla said that discussions are on with artists from many countries, including the US. IPL-11 will be held from April 7 to May 27. The opening ceremonies will be held in Mumbai on April 6. Efforts are being made to make the event luxurious and memorable. Moreover, fan parks will be built for IPL-11 abroad and in 36 cities of the country. We have got proposals for many countries including the US, Dubai, Singapore. Talking about TV broadcasts, IPL-11 will be broadcasted by 12 channels.",Bollywood-Hollywood and fan parks across the country at the opening ceremony of IPL
"Though the ban on dance bars has been relaxed by the Supreme Court, the Chief Minister said that the state government has acted tough against it as the protests of the people of the state, especially women, on such bars are intense. The Law and Justice Department is studying the court orders and after its opinion, the government is thinking of promulgating an ordinance on the dance bar. As the Supreme Court has relaxed the terms and conditions of the Ban on Dance Bars Act passed by the Government of Maharashtra in 2016, it has started considering this verdict with immediate effect as doubts are being raised on the role of the government not only in the political and social sphere but also across the state. Chief Minister Devendra Fadnavis has also clarified the government's role on this condition. The government is determined to close down the dance bars in the state. The Chief Minister said that the government will act tough on this condition.","Sexy dancing cannot be seen in dance bars, state government takes similar step"
"Many equations changed again as soon as the drug angle came to the fore in Sushant's case. The theory of depression came to the fore from nepotism, but as soon as the drug angle came to the fore, the spread of the case increased. The case is now going to be investigated by the Narcotics Control Bureau. The Narcotics Control Bureau has booked Rhea, Showik and Shruti Modi. The drug conspiracy in Sushant's case is slowly understood by his brother Revax and Shaulik Modi.","The big news in Sushant's case, after the 'drugs angle', the NCB has registered a case against Rhea and her brother"
"Vadodara, April 19, 2021 On Monday, the confectionery association went on strike alleging police harassment over the mask issue. A team from Navapura police station went for a mask check today at a confectionery shop near Market Four Road in Vadodara city. Shopkeeper Rakesh Shah was photographed for not wearing a mask and fined.",Protest against police harassment of traders for not wearing masks
"New Delhi, August 6, 2021 On Friday, India and China completed the process of withdrawing their troops from the disputed Gogra area in eastern Ladakh. The two countries took this step after the Corps Commander-level 12th round of talks held in Chushul Moldo on July 31. This is the third disengagement after the disengagement of troops from Galwan and Pangong Tso lake area in eastern Ladakh. Military sources said that both sides are committed to discussing the disengagement from other areas. A statement issued by the Army said that the area will be closely monitored as per the agreement between the two sides. Withdrawal of troops from the Gogra sensitive area has brought an end to the conflict here. Since May last year, the two sides have undertaken a phased, comprehensive and verified deployment, as there is perceived tension between the forces of the two countries in the region.","Indo-China conflict: After Galwan and Pangong Tso, troops have also returned from Gogra in Ladakh"
"Relief Commissioner Harshad Patel said at a press conference today, ""The situation on the coast is safe.",The evacuation of about 64 thousand people in the state due to the natural storm will continue for an hour.
"The accident occurred during the construction of an under-construction commercial building near Adajan ST Depot in Surat on Friday night. Ten workers were working in the lower basement after the basement and five workers were engulfed in flames when the retirement wall collapsed. A child from the fire department, some contract road details, a woman from the fire department also died due to the collapse of the fire wall. A firefighter from the fire department was also involved in the accident when 42 rescue personnel from the fire department were rushed to this fire department. Two workers from the fire department also carried out rescue operations. Two workers from the fire department were fired. Another worker is suspected to have been killed.","Surat wall collapse kills 1 woman, injures five including infant"
"(PTI) After the Delhi High Court ordered that wearing masks is mandatory even while driving a car, it has now sought a response from the Centre and the Election Commission on people not wearing masks in various states, including West Bengal.","Why are masks not mandatory in election campaign? Centre, Commission must answer: HC"
"The brainy farmer family from Dahanu in the tribal community revived four individuals by donating a heart, kidney and liver. A commercial flight from Surat sent a heart to Mumbai for the first time and it was exchanged for a Marlegaon student. Hence, these 14 hearts were donated from Surat. After donating two hearts, two kidneys, two liver and two eyes from Surat, in the last two days, he donated 14 hearts.",The heart of the farmer Dahanu who died in Malegaon has been wiped out!
"Preparations are in full swing for the Lok Sabha elections in Gujarat. At the same time, the BJP's' Mann Ki Baat Modi Ke Saath 'chariot in Gujarat will be flagged off by Chief Minister Vijay Rupani and state president Jitu Vaghani.","Preparations for Lok Sabha elections in Gujarat, know BJP's' Mann Ki Baat'"
"On the one hand, the government conducted a recruitment fair, claiming that unemployed youth would not get jobs, and on the other hand, the Boot Champal Repair Centre near Bhawaninagar on Bamroli Road in Godhra ran on pedestrians, and an example of this was the Boot Champal Repair Centre run by educated unemployed people.",Shocked to know the feat done by an 'educated unemployed man from Gujarat'
"- Two men were caught with English liquor from Kharwa Squadron near Dhrol: Jabbe Rajkot, a bike rider with 24 bottles in Pordang, Friday, January 04, 2021, 48 bottles were seized while he was drinking alcohol on his way from Nawagam in Malia to Veeravidarka village.",Four bootleggers run away after being attacked while drinking alcohol in a cradle
"Similar written complaint is made by BJP allies like JDU, AIADMK, RPI, NPP, AGP etc.",A committee may be set up to take action against MPs who created chaos in Rajya Sabha: Sources
"News18 Gujarati: Is actor Salman Khan starting his political career? Will he contest the Lok Sabha elections from Madhya Pradesh on a Congress ticket? Madhya Pradesh Chief Minister Kamal Nath made a similar suggestion in Bhopal. However, he did not name Mug. Salman Khan will be in Madhya Pradesh for 18 days in April. In Bhopal today, Chief Minister Kamal Nath attended a press conference to present his government's report card. At the end of the press conference, the CM said that I want to talk about something different from politics. Later, I spoke to Salman Khan and we asked Salman Khan that Salman Khan will be in Madhya Pradesh from April 1 to April 18 and that he should contribute to Madhya Pradesh's culture and tourism.",Will the MP CM say that Salman Khan will contest the Lok Sabha elections?
"Ketan Patel, Bardoli: Despite the liquor ban in the state, bootleggers are embracing the idea of drinking alcohol. It has been revealed that the police are also drinking alcohol every day with the help of those who have information about the deliberate diversion of water by bootleggers. Today, a team of Surat district LCB arrested two foreign-drinking tempos near Stander Pardi village in Kamrej taluka. The liquor is being carried from Mumbai to Ahmedabad with a foreign can of one lakh rupees. According to the information, a team of Surat district local crime branch is patrolling in Kamrej and Kim police station area.",Bardoli: Two arrested with tempo containing bootleggers Befam and foreign liquor worth Rs 1 lakh
"A separatist group comprising the Sikh community is set to hold a large-scale rally in London on Sunday demanding the separation of Punjab from India and the formation of Khalistan. The rally was called for Right to Self-Determination on Trafalgar Square in London. These people are demanding postponement of the 2020 plebiscite or plebiscite for an independent Punjab. In protest against this rally, Indian officials at the press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press conference press","Separatists rally in London for separate Khalistan, India angry"
""""" ""Inject female hormones into the bodies of such criminals and impotently impregnate them. After this, reveal your name."" """" ""The message goes to the crime-minded people of the society and such a crime is not allowed in the future,"" ""Yaginjra said."" """" ""If anyone is found guilty of sexual violence against children, girls and women, he is recommended to be sexually murdered (removed) with the help of chemicals,"" """" ""the state justice commission (Yaginjra) said in its report."" """"",The Gujarat State Law Commission's controversial recommendations on 'impotence or punishment for sexual murder of rape convicts'
Prime Minister Narendra Modi has arrived in Dhaka for a two-day visit to Bangladesh from today.,"[email protected] PM: PM Modi has been out of 'home' for 497 days, crying over 8 deaths at Rajkot Covid Hospital."
"Ahmedabad: Two men, armed with knives and knives, barged into a house in Meghnigar area late on Tuesday night, beat up a labourer woman, threatened her with lethal weapons and then fled by looting Rs 3000 cash from her purse and Rs 20,000 gold bars from a neighbour's woman.",Knife-wielding robber barges into house in Meghninagar in the middle of the night
"After Delhi, Uttar Pradesh, and Rajasthan, now the incidents of beating are also prevalent in the Charotar area of Gujarat. There have been incidents of beating of women till now, but not women in Anand city, but today there has been a huge confusion with many lawyers about the haircut and hay cut of men. Regarding the incident that took place in the seven-room area of Mangalpura in the city, the city police have started an investigation by taking intelligent notes. About the haircut of men and the incident that took place in the seven-room area in the morning. While Jaintibai Somabhai Chavda living in the seven-room area of Mangalpura in Anand city was working in the agriculture unit of Anand.",Gujarat Latest News: Are men the target now after incidents of female thumb chopping?
Dalit leader Jignesh Mevani received phone threats in the name of Ravi Poojary for the third consecutive day. This time Ravi Poojary from Australia called to read the message on his phone.,'I'll kill you if you stop making provocative speeches': Mevani threatens Mevani again
"The number of coronavirus cases continues to increase day by day from Ahmedabad, Surat and Rajkot, which have become the epicentres of the coronavirus pandemic in the state. Now a big news is coming from Surat. Surat Deputy Mayor's wife has been infected with coronavirus. Surat Deputy Mayor Nirav Shah's wife has been reported positive for coronavirus. Now his family including the Day Mayor is in quarantine for seven days. Surat city is witnessing a surge in coronavirus cases throughout the day. However, the highest number of cases this week has been reported from Katagam zone with 1522 cases.","Surat Deputy Mayor's wife tests corona positive, family self-quarantines for seven days"
"Ahmedabad: In a shocking incident, a man returning home from his job was stabbed to death near SG Highway in the city. Sarkhej police have registered a murder case against unidentified persons and started further investigation.",Ahmedabad: A young man was killed with sharp-edged weapons on his way home for a job near SG Highway.
"Bollywood beauty Jacqueline Fernandez is celebrating her 36th birthday today. Millions of fans are congratulating her on social media. She was also given a special gift on this occasion. Yes Sri Lankan beauty Jacqueline Fernandez has earned a special place in the heart of Indian fans. Along with films, her dance is also very popular. These days she is the subject of discussion about her upcoming film Vikram Rona. Jacqueline's look is well liked by the people. Recently the poster of the film was released. Another poster of the film was released on Jacqueline's birthday. Now the makers are looking at Jacqueline from a very different angle. Seeing this poster, people have compared her to KGF of South superstar Yash. Another action poster starring Jacqueline and Jacqueline Singh in the recently released film........................................................................................................",Happy Birthday Jacqueline Fernandez: A special gift on the occasion of her birthday
"Once considered Bollywood's perfect couple, Malaika Arora Khan and Arbaaz Khan could not even reconcile in a Bandra court as Malaika was determined to get a divorce.",Malaika demanded Rs 15 crore from Arbaaz for divorce?
Sabarmati IDIDIDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,"These 23 districts of the state are experiencing heavy rains and 45 personnel have been deployed at the riverfront, breaking records in 4 cities."
Ahmedabad: There have been several incidents where a person who contacted Google to seek help on different helpline numbers has come to a financial loss.,"Ahmedabad: Are you also using Paytm? So never make such a mistake, the bank account will be empty."
"Robert Vadra was again questioned by the ED in the money laundering case on Thursday, for the second consecutive day for about 7 hours. Vadra was asked for about 2.5 hours in the morning. He reached the ED office again after lunch. His questioning ended at 9 pm. His wife Priyanka Gandhi herself came to the court to ask for Vadra. It is said that Vadra will be questioned till Friday. On Wednesday also, the ED questioned Vadra.",Robert Vadra appeared for the second day in a row and the hearing lasted for 7 hours
"The rule of online registration for coronavirus vaccine for people between 18 and 44 years of age has created a serious discrepancy between the Central Government and the Government of Gujarat today. The Centre says that online registration is not required. Within hours of counting, the Health Department of the Government of Gujarat said that the online registration system will continue despite the Centre's statement. Amid all this, government officials said that thousands of doses of vaccine doses can be avoided if they are registered online. Lakhs of citizens between 18 and 44 years of age have stopped getting vaccinated due to the persistent vaccine shortage in the state. In this case, the Centre announced today.",The big contradiction: site registration can prevent thousands of doses of the coronavirus vaccine from being cancelled
"Nadiad, February 21, 2021, political parties are trying to find new trends and count votes when the election platform reached its peak in Kheda district on Sunday. Campaigning has gained momentum in online-offline media, now adding direct and indirect trends as well. Some candidates in the district have started efforts to get their names hoisted in nearby Sangohala and supporters. Some candidates have sparked discussions about their names. There have also been events to introduce new candidates by holding meetings in communities. Current candidates are making people happy by joining hands with local leaders.",Campaigning by political parties has gained momentum in Kheda district for the elections.
"While hearing the oxygen crisis case in the Delhi High Court, the court expressed deep anguish over the shortage of oxygen in hospitals. During the hearing, the High Court said that we will hang anyone who tries to disrupt the supply of oxygen. The remarks were made by a bench of Justice Vipin Sanghi and Justice Rekha Palli while hearing a petition on the shortage of oxygen during the treatment of Covid patients.","If anyone stops oxygen supply, we will hang them: High Court"
"The Magadh Medical College Hospital in Bihar reported the death of a woman for refusing to accept Rs 500 notes. The hospital staff refused to dialysis the woman as they refused to accept Rs 500 notes. The Bihar Human Rights Commission sought a reply from the hospital authorities on the matter within 15 days and scheduled the next hearing on the matter on 20 December. According to media reports, the B. Varun Medical Limited Private Dialysis Centre at Magadh Medical College is running on a PPP basis. Manji of Orma Gora village under Bihar's Changkad police station has Rs 500 notes. So Manji's wife Manju Devi died after the staff refused to dialysis. The central government led by Prime Minister Narendra Modi demonetized Rs 500 and Rs 1000 notes on 8 November.","The Rs 500 notes are dead, the hospital has lost humanity and the woman's life."
Surat: A teacher in the Sarthana area of the city gave a complete break to a love affair but he WhatsApped and emotionally blackmailed the young man with bladed photos of his hands to chase and molest him. The whole thing reached the police station yesterday with the young man joking on the open streets. The teacher complained about this. Police registered a case for the arrest of the lover.,Surat: A girl taught a proper lesson to a young man who was blackmailing her even after their breakup and went to jail
"Ahmedabad, April 26, 2021: Amid the coronavirus scandal in the country on Monday, an oxygen crisis has also arisen, of which Gujarat is no exception. Many areas like Madwad, Surat, Morbi, Vadodara, Rajkot have a shortage of oxygen. It is threatening the lives of patients. Especially the second wave of coronavirus has also affected widely in rural areas, which is troubling people to get treatment. Talk about the situation in villages and taluks if the situation in cities comes up. Legislators from different parts of the state are demanding oxygen from the state government.",Provide oxygen or else I will tell people to take the body to the collector's office: MLA Naushad Solanki
"New Delhi, July 25, 2021: The controversy surrounding the arrest of three men for conspiring to topple the Hemant Soren government in Jharkhand on Sunday is growing. So far, the game of blame-swapping has only continued between the BJP and JMM, but now the Congress MLA has accepted and offered him a ministerial berth to change the government. Jharkhand Sit-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M-M",This proposal came to topple Hemant Soren's government: Congress MLA
"Surat, September 18, 2020 Additional Sessions Judge Amrit એચ.ધમ Jani ordered that the accused, who tried to rape a four-year-old girl watching TV in Pandesara area three years ago from today, be sentenced to 20 years rigorous imprisonment, a fine of Rs.5,000 and another year in jail if he does not pay the fine.",Youth gets 20 years in jail for raping neighbour's 4-year-old girl
"Sub-left Rebecca Edwards has been fired from Britain's navy. Rebecca was accused of having sex with another crew member while working on a nuclear submarine. When the HMS Vigilant submarine was deployed in the North Atlantic Sea, Rebecca had an objectionable relationship with the crew. Britain had four nuclear submarines. Commander Steward Armstrong was fired last month in connection with the incident. It collapsed after a photo of the accused woman was revealed. As preliminary reports began to flow in about this, sources said the submarine would travel to the United States to obtain new nuclear weapons. The investigation is ongoing, but it is not in favour of the two officers, and the submarine's crew count has reportedly been changed until the end of the investigation.",Female officer wearing sexual entertainment aboard a nuclear submarine.
"Rajkot: A young man from Kanpur got his first friendship by luring a Rajkot girl to marry him, cheating on her and asking for his nude pictures and videos. However, he has now surrendered to the police. To be sure, it is also necessary to be ever vigilant from this deceitful country of the internet. Harsh Shravan Gupta, a young man from Kanpur, has now started such conversations with a young woman living in a community near Bhagwatpara in the city at Shadidotkam during the wedding at Shadidotkam.","Nude pictures of Rajkot girl falling in love, find out what happened next"
"With demonetisation coming into effect on November 8, 2016, and the government gearing up to celebrate the day, the opposition is going to observe it as a black day. The biggest question in the midst of all this is, have people got it because of demonetisation? After demonetisation, will the claims from the government promote a cashless economy in the country?","On November 8, the government celebrates demonetisation, while the opposition celebrates Black Day."
A shocking incident has come to light from Bollywood. Bollywood actor Sushant Singh Rajput is suspected to have committed suicide by hanging himself at his home in Mumbai. The body was found hanging from his home in Mumbai. There are no more details on why he took this last step. Sushant Singh is a very popular actor of Bollywood. Why he started his career as a TV actor. Police are currently investigating the incident. Sushant first acted in a series called 'Kiss Desh Hai Mera Dil'. He is famous with Ekta Kapoor's' Pavitra Rishta '.,"Bollywood actor Sushant Singh Rajput found dead at his residence, suicide suspected"
"A live wire of a power line crossing a field collapsed in a field in Baniyad village of Modasa taluka on Saturday afternoon. As a result, a standing wheat crop in the field was burnt. Suddenly a fire broke out. Five farmers converted a huge hard-made crop of 8 bigha land into ash baskets.",Modasa: Five farmers have set a wheat crop on fire after surviving power lines snapped in a plantation.
"A young woman living in Savarkundla beat him up by inviting him to meet her through social media and threatened to kill him if his other friend told anyone. A 19-year-old girl from Savarkundla felt a stomach ache. After befriending a young man named Hiren Kalpeshbhai Jethwa, who lives in the city, on Instagram, the two also frequently interacted with text messages on the phone and called to meet the young man and also went to meet this young woman.","Young woman befriends man on social media, calls him to meet"
"No one can forget Sunil Grover's name in the very popular comedy show The Kapil Sharma Show. Sunil Grover who plays Rinku bhai has worked very hard, this character feels so alive, it may not come to your mind, this character feels fake, we are really seeing Rinku bhai.","In 'Rinku Bhabbi', he once again came to make the audience laugh with his stomach."
"People expected the spread to slow down over time and the number of cases to decrease due to the coronavirus pandemic. But on the contrary. Coronavirus is spreading rapidly over time. According to Reuters Tele, the total number of coronavirus cases worldwide crossed 1.4 million on Friday. A record number of 1 million cases of coronavirus were reported in about 100 hours. The first case of coronavirus reached 1 million in early January in China. Coronavirus cases then reached 1 million in three months. Then it took only four days for coronavirus cases to reach 1.3 million in three months. Southern countries....................................................................................................................................................",Coronavirus cases are on the rise all over the world! Many cases are being reported in about 100 hours.
Islamabad: At least 40 militants were killed in an airstrike by the Pakistan Army on a militant camp in Pakistan's restive North Waziristan region bordering Afghanistan.,Army airstrike kills 40 militants in Pakistan
"Ahmedabad: Indian captain Virat Kohli became the batsman to score 20,000 runs in the shortest number of innings in international cricket. He finished 37th in the World Cup match against West Indies. He broke the record of Indian batting legend Sachin Tendulkar and West Indies Brian Lara in this regard. Sachin and Lara scored 20,000 runs in 453rd innings. Kohli reached this milestone in 417th innings itself. Kohli became the 12th batsman in the world to score 20,000 runs in international cricket. Kohli scored 131 runs in Tests, 224 runs in ODIs and 62 runs in T20Is. Kohli scored 77 runs in the match against Pakistan on 16 June.","Virat holds the record for being the fastest to 20,000 runs."
Kabul | No name has been given to stop the terrorist attacks in Afghanistan. The attack targeted a coaching centre where 48 Shia students were preparing for university exams and 67 were injured. Among the dead were Shia students as well as coaching centre teachers. There was a recent major attack on the Shia community in Afghanistan. No one claimed responsibility for the attack but the Islamic State claimed responsibility for the attack. Suicide attacks targeted a private building in the Dasht-e-Barcha area in particular. Additional classes were being held for the university entrance exam in the training classroom. Health Ministry spokesman Wajidar Majroh said some of the dead were students as well as teachers. Officials said the death toll could still rise.,"Terrorists attack Shia coaching centre in Kabul, 48 students and teachers killed"
"Dhansura, September 3, 2020 An ace was killed when two women were rushed for treatment with injuries in an accident between a migrant truck container and a bike near Hirapur stand on Dhansura-Baid road on Thursday morning. A case was registered against the truck driver at Dhansura police station for missing him. A migrant truck container driver rammed into him near Hirapur stand on Dhansura-Baid road.",One person was killed in a collision between a container and a bike near Hirapur in Dhansura.
"Six-year-old Rushai Arham Om Talsania from Ahmedabad has set a Guinness Book World Record for being the youngest computer programmer. He achieved the feat of passing the Python programming language exam as a child. He broke the record of a seven-year-old boy from Pakistan and currently living in Britain. To advance in computer engineering, one has to apply for a Microsoft certificate for the programming language, but this child has now set a record by passing the exam at the age of just 6 years.","Arham, a 6-year-old from A'wad, set a Guinness Book World Record, the original crop. No and broke the record of a boy currently living in Britain."
"Boardwalk Empire actress Heather Lind, in her Instagram post, accused the 93-year-old former US president of sexually assaulting her by touching her from behind when the two met on a TV show in 2013. Bush Sr. apologized for the incident. Her spokesperson said the former president did not do anything with the intention of hurting anyone. Lind apologized if he hurt her by trying to be funny. This week, the actress accused Bush Sr. of not holding her hands while she was sitting in a wheelchair, but also touching me on the back. Bush's wife was also standing next to him. Later, Bush was also seen patting her on the back when she was sitting in a wheelchair listening to dirty jokes.",Former U.S. President Apologizes for Sexual Assault Allegations
"Mumbai, T19: Dr. Santosh Pal, known for his six murders in Wai village of Satara district and causing chaos, devised a special plan to escape from the police, which ultimately failed, and Santosh Pal wrote to the police to show his act seriously.",Santosh Pal and his sea nurse decided to commit suicide if caught by the police
"The school was forced to apologize for this type of event after parents protested that a seventh-grade student at a school in Texas, USA, was given a strong chance by Anne's teacher to become a terrorist. A group of teachers gave the students a certificate at a funny award ceremony at Anthony Aguirre Junior High School in Channel View, Texas, near Houston. The incident was asked by the Washington Post and the channel's manager. Legeth Villanua said that the certificate was to be given by Anne's teacher in class on Tuesday with a smile. It also happened a day after the terrorist attack at a pop concert in Manchester, UK. Fox26 Houston reported that Villanova said that every girl living in the house was likely to be shocked by the incident.",The 13-year-old girl received the award for her strong potential to become a terrorist
"Prime Minister Narendra Modi has twice appealed to the people to boost the morale of the coronavirus warriors. On 22nd March, people rang a lock, a palm, a conch shell, and then on 5th April, at 9 pm, they lit lamps and lights in their houses.","The people of the country have faith in Prime Minister Modi in the fight against coronavirus, according to 93.5% of respondents - not pressure, Modi."
"The World Health Organization (WHO) warned on Friday that Europe has now become the epicentre of the coronavirus pandemic, with more cases than China. The head of the organization, Tedros A. Ghebreyesus, said at a press conference that Europe has now become the epicentre of the pandemic.","WHO's announcement that shook the world, the country that became the center of the coronavirus after China"
"- States ramped up PCR tests: Centre - 1.61 lakh new coronavirus cases in 24 hours, 18 thousand new coronavirus cases in Uttar Pradesh, coronavirus for many in CM's office, Yogi Isolate - lack of planning apart from vaccine shortage - has now become a big problem for the state.","Second wave of coronavirus: 10 lakh cases in a week, record breaking in Delhi-UP"
"Mumbai, June 16: In a weekly meeting chaired by Chief Minister Devendra Fadnavis, a key decision was taken to give recognition to 500 MW wind power projects through open access connectivity, after which these companies will be able to sell power in the open market.",Wind power plants with a capacity of five hundred megawatts can sell electricity
"The first merit list of class 11th admissions has been released. The cut-offs of the nominated colleges in Mumbai have crossed ninety. There is not much difference in the college cut-offs compared to last year. There is no difference in the college cut-offs compared to last year when 40 thousand students did not fill the second part of the form. If these students are included in the second merit, then the cut-offs are likely to increase.",First merit list for Class XI admission released
"Melbourne, June 20: The third round at the Australian Open went well for the top-seeded players, with some hard-fought wins. The world's top players Andy Murreno and Stan Wawrinka advanced to the fourth round. The world's top players 1, 6, Sania Murray and Stan Wawrinka advanced to the fourth round. Murray was able to bounce easily.",Andy Murray and Wawrinka advanced to the fourth round: Federer's progress
"Ahmedabad, November 07, 2020 On Saturday, as the state is witnessing a cold wave, the spread of coronavirus is also increasing. Coronavirus exports in the state have decreased for a few days. The number of positive cases reported per day is less than 1,000, but now the cases are increasing gradually as the coronavirus is increasing in the state. The state government's health department announced the number of coronavirus positive cases reported in the state in the last 24 hours. Total new cases of coronavirus reported in the state in the last 24 hours are 1046.","The increase in cold wave in the state has also led to an increase in the spread of coronavirus, with 1,046 cases reported today."
"Surat, September 29, 2020: An additional sessions court today rejected the bail plea of his mother, who is accused of being involved in the same murder in which she had taken shelter in the riots in the Pandesara area last April.","Bail plea of teenager, who is in legal battle for murder, rejected"
"On Friday, June 11, 2021, Bharat Biotech's Covaxin once again became a topic of discussion. The US did not allow Covaxin for emergency use. This was a setback for India, as Covaxin is India's homegrown vaccine. In addition, India applied to the World Health Organization for approval of the vaccine. The US Food and Drug Administration (FDA) rejected the application for emergency use of Covaxin. However, Dr Fauci, the principal advisor to US President Joe Biden, acknowledged that Covaxin is plausible. Dr Fauci, the principal advisor to US President Joe Biden, feared that Covaxin would also undermine India's move to design its clinical trials for further clinical trials.","US denies emergency use authorisation to Bharat Biotech's Covaxin, asks for more data"
"After alleging that a chief minister had lost his post in the wake of the Patidar movement in the state of Vadodara, Union Minister Ramdas Athawale today made a statement in support of the Patidar movement. Union Minister Ramdas Athawale, who came to Vadodara, said that reservation should also be given to Patidars in Gujarat. Speaking to reporters on reservation, he said that reservation should also be given to the Patel community and special arrangements need to be made for them. In this regard, I am talking to Modi Saheb. There is a Jat movement, a Maratha movement, a Patel movement and a Rajput movement in different states. People are demanding reservation everywhere. So if the remaining 50 percent is reserved for reservation, I think it will not affect OBCs.",Union Minister Ramdas Athawale said that reservation should be given to Patidars in Gujarat.
"Registering his powerful entry in the list of BJP leaders who made bizarre statements, Uttar Pradesh Deputy Chief Minister Dinesh Sharma said at a rally that Sita was born from a taste tube. According to her, Sita was born with the help of construction at that time. There was a desire to have children from a test tube. Addressing a rally on Friday, he said that Sita was born not from the earth but through a test tube, and also mentioned Narada as the first journalist. Especially on Hindi Journalism Day Thursday, journalism is yet to start. It dates back to the Mahabharata period. Meanwhile, India also has the invention of gravitational force, plastic surgery and the atom.","Deputy CM of UP in 'Biplab' mode, 'Sitaji born with a test tube'"
Bihar's youth are slowly becoming seriously ill. This is a matter of concern for the state. Many youths in the state between the ages of 15 and 24 are suffering from AIDS-like illness. < ID2 > Statistics are surprising. < ID2 > Data. < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 > < ID2 >,"AIDS spreading rapidly among youth in Bihar, shocking statistics: Report"
"There have been reports of Union Home Minister Amit Shah arriving in Surat today. Now the schedule of his Gujarat visit has been announced. He will land at Surat Airport this evening at 10 pm. Then Amit Shah will stay in Surat for the night. From there, he will go to Navapur in Maharashtra and address a public meeting on 19th October. On 19th October, he will return to Gujarat and spend the night in Somnath. On 20th October, Amit Shah will visit Somnath Dada. After visiting Somnath Dada, Amit Shah will come to Ahmedabad. Haryana and Maharashtra Assembly elections are scheduled on 21st October. Campaigning in these two states will be silenced on 19th October in Jamnagar. Union Home Minister Amit Shah will go directly from Keshod Airport to Somnath on 19th October.","Home Minister Amit Shah's Gujarat visit schedule revealed, know where Shah will come from and what he will do"
"Popular actress Sharmila Tagore is known for her pornographic films. But Sharmila was the first Bollywood actress to wear a bikini with her grandmother. At the same time, she wore a bikini at the Evening Inn Paris. At the same time, her bikini photoshoot was also a big topic of discussion. After many years, Sharmila Tagore's daughter Kareena Kapoor Khan was very angry to see her social telegram on her bikini photoshoot once again.",Kareena questioned her aunt about the bikini and Sharmila said that she lost her bile in the packed meeting and...
"After the Supreme Court expressed outrage over the mass killings and violence in the country, Union Home Minister Rajnath Singh on Thursday condemned the chaos in Parliament but simultaneously held the state governments responsible for such incidents.",It is the responsibility of the states to prevent mob violence: Rajnath Singh
| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |,One killed in car-bike collision near Lakshmipur in Biden
"However, on 1 February 2021, Surat welcomed the audit limit of ₹10 crore in digital payments and the 3-year rule in re-assessment.",Hopes of tax relief or GST liberalisation for traders remain unfulfilled
"An army squadron was attacked by terrorists in Shafiyana, Jammu and Kashmir. Three jawans were injured and four others were injured. One woman was killed. According to army sources, terrorists attacked them while they were returning from an anti-militancy operation at Matrigam in Shopian. Three jawans were killed and four were injured in the attack at 2.30 am. An army officer was among the injured. The army carried out an operation against the militants soon after the incident. However, the militants managed to escape as it was night. One woman survived in the last three weeks.","Jammu and Kashmir: Three soldiers killed, four injured in militant attack"
